created_at,entry_id,field1,field2,field3,field4,field5,field6
2017-03-31 08:43:56 UTC,522,0.52,11,14,34,77.6215535,12.927409800000001
2017-03-31 08:49:01 UTC,523,0.52,11,15,34,77.62162140000001,12.926589
2017-03-31 08:53:23 UTC,524,0.54,12,15,34,77.6214825,12.9274323
2017-03-31 08:58:11 UTC,525,0.54,12,15,34,77.6215464,12.9288756
2017-03-31 09:03:32 UTC,526,0.54,13,15,34,77.6223775,12.9304763
2017-03-31 09:08:10 UTC,527,0.54,14,15,34,77.6225119,12.9312178
2017-03-31 09:12:28 UTC,528,0.54,14,15,34,77.6241336,12.935066699999998
2017-03-31 09:18:35 UTC,529,0.51,14,14,34,77.62416479999999,12.935111099999999
2017-03-31 09:23:44 UTC,530,0.49,14,14,34,77.626099,12.936701300000001
2017-03-31 11:26:13 UTC,531,0.48,20,13,32,77.6281139,12.9359064
2017-03-31 11:31:04 UTC,532,0.48,20,13,32,77.6333144,12.929896699999999
2017-03-31 11:36:34 UTC,533,0.48,20,13,32,77.63748709999999,12.925148
2017-03-31 11:41:15 UTC,534,0.48,20,13,32,77.64011500000001,12.923829099999999
2017-03-31 11:47:40 UTC,535,0.48,20,14,32,77.6458307,12.9245381
2017-03-31 11:53:03 UTC,536,0.48,21,14,32,77.652599,12.9242673
2017-03-31 11:57:09 UTC,537,0.49,21,14,32,77.6564075,12.923387
2017-03-31 12:03:13 UTC,538,0.49,21,14,32,77.6608443,12.921877
2017-03-31 12:08:25 UTC,539,0.49,21,14,32,77.6617824,12.9216405
2017-03-31 12:13:57 UTC,540,0.5,23,14,32,77.6623187,12.921501800000001
2017-03-31 12:18:15 UTC,541,0.5,23,14,32,77.6630196,12.921303199999999
2017-03-31 12:22:46 UTC,542,0.5,24,14,32,77.66337109999999,12.9212221
2017-03-31 12:26:51 UTC,543,0.5,24,15,32,77.66516159999999,12.9208757
2017-03-31 12:32:25 UTC,544,0.51,24,15,32,77.6681559,12.922248
2017-03-31 12:36:46 UTC,545,0.52,24,15,32,77.6705315,12.9233966
2017-03-31 12:40:07 UTC,546,0.52,25,16,32,77.67103399812622,12.923647343820093
2017-03-31 12:45:36 UTC,547,0.52,25,16,32,77.67103399812622,12.923647343820093
2017-03-31 12:51:43 UTC,548,0.52,25,16,32,77.67103399812622,12.923647343820093
2017-03-31 12:56:11 UTC,549,0.52,25,16,32,77.67103399812622,12.923647343820093
2017-03-31 13:02:44 UTC,550,0.52,25,16,32,77.67156640000002,12.923847300000002
2017-03-31 13:07:25 UTC,551,0.52,26,16,32,77.6724427,12.9242174
2017-03-31 13:12:54 UTC,552,0.52,26,16,32,77.6734438,12.9246415
2017-03-31 13:16:24 UTC,553,0.53,27,16,32,77.67357779999999,12.9247681
2017-03-31 13:23:10 UTC,554,0.54,27,18,32,77.673716,12.9247294
2017-03-31 13:28:01 UTC,555,0.5,27,18,32,77.6752689,12.925505900000001
2017-04-01 02:37:15 UTC,556,0.44,37,62,29,77.67610429999999,12.926099
2017-04-01 02:41:19 UTC,557,0.44,37,62,29,77.677769,12.9267541
2017-04-01 02:44:23 UTC,558,0.45,37,62,29,77.68124990000001,12.928618400000001
2017-04-01 02:48:44 UTC,559,0.46,37,62,29,77.682916,12.929225500000001
2017-04-01 02:53:02 UTC,560,0.47,37,62,29,77.6898324,12.9342931
2017-04-01 02:59:06 UTC,561,0.5,35,62,29,77.69265290000001,12.936999
2017-04-01 03:03:19 UTC,562,0.5,33,61,29,77.69328320000001,12.9399169
2017-04-01 03:08:22 UTC,563,0.51,30,61,29,77.6880254,12.9389656
2017-04-01 03:13:44 UTC,564,0.5,28,61,29,77.6906574,12.9361709
2017-04-01 03:18:57 UTC,565,0.53,28,60,29,77.6910741,12.9399414
2017-04-01 03:24:02 UTC,566,0.55,28,59,29,77.6898243,12.9395269
2017-04-01 03:29:34 UTC,567,0.58,28,56,29,77.68971409999999,12.9400035
2017-04-01 03:34:28 UTC,568,0.58,28,56,29,77.6896146,12.9403939
2017-04-01 03:38:56 UTC,569,0.6,28,54,29,77.6902061,12.9406009
2017-04-01 03:44:07 UTC,570,0.6,25,54,29,77.6912348,12.9419302
2017-04-01 03:49:35 UTC,571,0.6,24,54,29,77.69111749999998,12.942037
2017-04-01 03:54:45 UTC,572,0.64,24,53,29,77.69111749999998,12.942037
2017-04-01 03:58:37 UTC,573,0.64,24,53,29,77.69111749999998,12.942037
2017-04-01 04:03:20 UTC,574,0.64,22,50,29,77.69111749999998,12.942037
2017-04-01 04:08:12 UTC,575,0.68,21,49,29,77.6891945,12.9427262
2017-04-01 04:14:43 UTC,576,0.69,21,47,29,77.6915534,12.941664999999999
2017-04-01 04:19:23 UTC,577,0.67,21,47,29,77.69035670000001,12.9409812
2017-04-01 04:23:56 UTC,578,0.67,21,45,29,77.6896712,12.940038699999999
2017-04-01 04:29:01 UTC,579,0.67,21,44,29,77.6896782,12.9396761
2017-04-01 04:35:49 UTC,580,0.67,21,44,29,77.6899824,12.9395748
2017-04-01 07:45:05 UTC,581,0.36,21,15,36,77.6896645,12.939410699999998
2017-04-01 07:49:21 UTC,582,0.36,21,15,36,77.6930251,12.939978
2017-04-01 07:53:05 UTC,583,0.36,21,15,36,77.6953155,12.939862
2017-04-01 08:00:33 UTC,584,0.36,21,15,36,77.6976205,12.9439129
2017-04-01 08:05:14 UTC,585,0.36,20,15,36,77.70018,12.9528644
2017-04-01 08:09:43 UTC,586,0.36,18,15,36,77.7009083,12.955496499999999
2017-04-01 08:15:16 UTC,587,0.36,17,15,36,77.7014322,12.959194199999999
2017-04-01 08:18:02 UTC,588,0.36,17,15,36,77.7015217,12.9599933
2017-04-01 08:22:54 UTC,589,0.36,15,15,36,77.701902025035,12.956887165483133
2017-04-01 08:25:30 UTC,590,0.37,10,15,36,77.701902025035,12.956887165483133
2017-04-01 08:30:32 UTC,591,0.38,10,14,36,77.701902025035,12.956887165483133
2017-04-01 08:34:40 UTC,592,0.38,10,14,36,77.701902025035,12.956887165483133
2017-04-01 08:39:23 UTC,593,0.38,10,14,36,77.7010277,12.9558867
2017-04-01 08:43:56 UTC,594,0.4,9,14,36,77.69985229999999,12.951584599999999
2017-04-01 08:49:01 UTC,595,0.4,10,14,36,77.6974348,12.9430574
2017-04-01 08:53:23 UTC,596,0.42,12,13,36,77.6912026,12.9353882
2017-04-01 08:58:11 UTC,597,0.43,14,13,36,77.6835887,12.9292046
2017-04-01 09:03:32 UTC,598,0.43,15,13,36,77.6780765,12.9265295
2017-04-01 09:08:10 UTC,599,0.44,18,13,36,77.6750421,12.924737
2017-04-01 09:12:28 UTC,600,0.44,18,13,36,77.6759816,12.9253556
2017-04-01 09:18:35 UTC,601,0.44,18,13,36,77.67775340000001,12.9267195
2017-04-01 09:23:44 UTC,602,0.45,18,12,36,77.6819974,12.9286025
2017-04-01 11:26:13 UTC,603,0.44,18,13,33,77.6901162,12.9347633
2017-04-01 11:31:04 UTC,604,0.44,18,13,33,77.6881316,12.9360979
2017-04-01 11:36:34 UTC,605,0.44,18,13,33,77.6888373,12.939214100000001
2017-04-01 11:41:15 UTC,606,0.44,19,13,33,77.6940079,12.9400314
2017-04-01 11:47:40 UTC,607,0.42,20,13,33,77.6951392,12.9391942
2017-04-01 11:53:03 UTC,608,0.41,20,14,33,77.695725,12.940579099999999
2017-04-01 11:57:09 UTC,609,0.4,22,13,33,77.6956848,12.9410673
2017-04-01 12:03:13 UTC,610,0.4,25,13,33,77.6956786,12.941067199999999
2017-04-01 12:08:25 UTC,611,0.45,25,14,33,77.69577109999999,12.941087
2017-04-01 12:13:57 UTC,612,0.45,25,15,33,77.6952854,12.9398224
2017-04-01 12:18:15 UTC,613,0.48,25,15,33,77.6948074,12.9394668
2017-04-01 12:22:46 UTC,614,0.49,25,15,33,77.69217859999999,12.9401382
2017-04-01 12:26:51 UTC,615,0.5,25,15,33,77.68953590000001,12.9394491
2017-04-01 12:32:25 UTC,616,0.5,26,15,33,77.6881719,12.936427199999999
2017-04-01 12:36:46 UTC,617,0.5,26,15,33,77.6916884,12.9362064
2017-04-01 12:40:07 UTC,618,0.48,26,15,33,77.69169790000001,12.9368921
2017-04-01 12:45:36 UTC,619,0.48,26,16,33,77.69169790000001,12.9368921
2017-04-01 12:51:43 UTC,620,0.48,26,16,33,77.69169790000001,12.9368921
2017-04-01 12:56:11 UTC,621,0.47,26,16,33,77.69169790000001,12.9368921
2017-04-01 13:02:44 UTC,622,0.47,26,16,33,77.6917715,12.9369229
2017-04-01 13:07:25 UTC,623,0.47,26,16,33,77.6908509,12.9307978
2017-04-01 13:12:54 UTC,624,0.47,26,16,33,77.6700629,12.9351212
2017-04-01 13:16:24 UTC,625,0.44,27,17,33,77.6862014,12.9228305
2017-04-01 13:23:10 UTC,626,0.44,26,18,33,77.65323599999999,12.923988699999999
2017-04-01 13:28:01 UTC,627,0.43,27,18,33,77.6512985,12.9243469
2017-04-02 02:37:15 UTC,628,0.46,12,95,29,77.64772690000001,12.9244754
2017-04-02 02:41:19 UTC,629,0.46,13,95,29,77.6309531,12.9242728
2017-04-02 02:44:23 UTC,630,0.46,13,95,29,77.6292854,12.9240004
2017-04-02 02:48:44 UTC,631,0.46,13,95,29,77.6273334,12.9247161
2017-04-02 02:53:02 UTC,632,0.46,13,95,29,77.6160666,12.929350300000001
2017-04-02 02:59:06 UTC,633,0.47,14,95,29,77.6137708,12.9314549
2017-04-02 03:03:19 UTC,634,0.47,15,95,29,77.6106705,12.9340629
2017-04-02 03:08:22 UTC,635,0.47,17,93,29,77.6098006,12.9345965
2017-04-02 03:13:44 UTC,636,0.48,19,95,29,77.6058618,12.9363496
2017-04-02 03:18:57 UTC,637,0.48,19,95,29,77.6057722,12.936521899999999
2017-04-02 03:24:02 UTC,638,0.49,19,95,29,77.5994997,12.9375092
2017-04-02 03:29:34 UTC,639,0.49,19,95,29,77.598146,12.9402638
2017-04-02 03:34:28 UTC,640,0.49,19,94,29,77.59712579999999,12.941949900000001
2017-04-02 03:38:56 UTC,641,0.49,19,94,29,77.5973357,12.9434963
2017-04-02 03:44:07 UTC,642,0.5,19,94,29,77.59692690000001,12.9446819
2017-04-02 03:49:35 UTC,643,0.5,19,94,29,77.59622490000001,12.9454531
2017-04-02 03:54:45 UTC,644,0.52,18,94,29,77.5928801,12.950733300000001
2017-04-02 03:58:37 UTC,645,0.52,18,92,29,77.5880811,12.9523588
2017-04-02 04:03:20 UTC,646,0.52,18,90,29,77.58256999999999,12.954836300000002
2017-04-02 04:08:12 UTC,647,0.52,17,87,29,77.58406670000001,12.9613152
2017-04-02 04:14:43 UTC,648,0.52,17,85,29,77.5814027,12.9634501
2017-04-02 04:19:23 UTC,649,0.53,17,81,29,77.5661365,12.9628486
2017-04-02 04:23:56 UTC,650,0.53,17,79,29,77.55936899999999,12.9612672
2017-04-02 04:29:01 UTC,651,0.53,17,79,29,77.55452659999999,12.9580992
2017-04-02 04:35:49 UTC,652,0.57,17,76,29,77.5509062,12.9570246
2017-04-02 07:45:05 UTC,653,0.57,21,30,35,77.5449995,12.9553032
2017-04-02 07:49:21 UTC,654,0.57,21,30,35,77.54220500000001,12.9532787
2017-04-02 07:53:05 UTC,655,0.57,21,30,35,77.5413618,12.952620399999999
2017-04-02 08:00:33 UTC,656,0.57,21,27,35,77.536201,12.953660300000001
2017-04-02 08:05:14 UTC,657,0.57,20,25,35,77.5340167,12.9540038
2017-04-02 08:09:43 UTC,658,0.56,18,25,35,77.5282008,12.9552704
2017-04-02 08:15:16 UTC,659,0.55,17,24,35,77.5292677,12.9605478
2017-04-02 08:18:02 UTC,660,0.55,17,24,35,77.52901261840896,12.960662590435696
2017-04-02 08:22:54 UTC,661,0.55,17,24,35,77.52901261840896,12.960662590435696
2017-04-02 08:25:30 UTC,662,0.55,17,23,35,77.52901261840896,12.960662590435696
2017-04-02 08:30:32 UTC,663,0.54,17,22,35,77.52901261840896,12.960662590435696
2017-04-02 08:34:40 UTC,664,0.53,17,23,35,77.5288391,12.960763499999999
2017-04-02 08:39:23 UTC,665,0.53,18,21,35,77.5277894,12.9549119
2017-04-02 08:43:56 UTC,666,0.53,18,21,35,77.5273071,12.952544999999999
2017-04-02 08:49:01 UTC,667,0.53,19,21,35,77.5268696,12.949817999999999
2017-04-02 08:53:23 UTC,668,0.52,18,21,35,77.52668409999998,12.948322099999999
2017-04-02 08:58:11 UTC,669,0.52,19,21,35,77.52739509999999,12.945777099999999
2017-04-02 09:03:32 UTC,670,0.52,19,21,35,77.5365386,12.935068
2017-04-02 09:08:10 UTC,671,0.51,19,21,35,77.53439940000001,12.9340606
2017-04-02 09:12:28 UTC,672,0.51,19,20,35,77.53439940000001,12.9340606
2017-04-02 09:18:35 UTC,673,0.5,19,20,35,77.53585369999998,12.9331591
2017-04-02 09:23:44 UTC,674,0.5,19,20,35,77.53585369999998,12.9331591
2017-04-02 11:26:13 UTC,675,0.55,18,16,31,77.5370419,12.9335261
2017-04-02 11:31:04 UTC,676,0.59,18,16,31,77.5415656,12.932288
2017-04-02 11:36:34 UTC,677,0.6,18,16,31,77.5455963,12.9311585
2017-04-02 11:41:15 UTC,678,0.61,19,16,31,77.53668359999999,12.9342149
2017-04-02 11:47:40 UTC,679,0.61,19,16,31,77.6208559,12.927313999999999
2017-04-02 11:53:03 UTC,680,0.62,21,16,31,77.6215273,12.9273019
2017-04-02 11:57:09 UTC,681,0.6,23,17,31,77.6215535,12.927409800000001
2017-04-02 12:03:13 UTC,682,0.56,24,17,31,77.62162140000001,12.926589
2017-04-02 12:08:25 UTC,683,0.56,24,17,31,77.6214825,12.9274323
2017-04-02 12:13:57 UTC,684,0.52,24,17,31,77.6215464,12.9288756
2017-04-02 12:18:15 UTC,685,0.52,24,18,31,77.6223775,12.9304763
2017-04-02 12:22:46 UTC,686,0.52,24,18,31,77.6225119,12.9312178
2017-04-02 12:26:51 UTC,687,0.45,24,18,31,77.6241336,12.935066699999998
2017-04-02 12:32:25 UTC,688,0.48,24,18,31,77.62416479999999,12.935111099999999
2017-04-02 12:36:46 UTC,689,0.48,25,18,31,77.626099,12.936701300000001
2017-04-02 12:40:07 UTC,690,0.48,24,18,31,77.6281139,12.9359064
2017-04-02 12:45:36 UTC,691,0.48,24,18,31,77.6333144,12.929896699999999
2017-04-02 12:51:43 UTC,692,0.5,24,18,31,77.63748709999999,12.925148
2017-04-02 12:56:11 UTC,693,0.5,25,19,31,77.64011500000001,12.923829099999999
2017-04-02 13:02:44 UTC,694,0.53,25,19,31,77.6458307,12.9245381
2017-04-02 13:07:25 UTC,695,0.53,25,19,31,77.652599,12.9242673
2017-04-02 13:12:54 UTC,696,0.48,25,19,31,77.6564075,12.923387
2017-04-02 13:16:24 UTC,697,0.46,25,20,31,77.6608443,12.921877
2017-04-02 13:23:10 UTC,698,0.44,25,21,31,77.6617824,12.9216405
2017-04-02 13:28:01 UTC,699,0.43,25,21,31,77.6623187,12.921501800000001
2017-04-03 02:37:15 UTC,700,0.42,25,98,28,77.6630196,12.921303199999999
2017-04-03 02:41:19 UTC,701,0.44,25,98,28,77.66337109999999,12.9212221
2017-04-03 02:44:23 UTC,702,0.45,25,98,28,77.66516159999999,12.9208757
2017-04-03 02:48:44 UTC,703,0.46,25,98,28,77.6681559,12.922248
2017-04-03 02:53:02 UTC,704,0.46,25,98,28,77.6705315,12.9233966
2017-04-03 02:59:06 UTC,705,0.46,24,98,28,77.67103399812622,12.923647343820093
2017-04-03 03:03:19 UTC,706,0.48,23,98,28,77.67103399812622,12.923647343820093
2017-04-03 03:08:22 UTC,707,0.48,23,97,28,77.67103399812622,12.923647343820093
2017-04-03 03:13:44 UTC,708,0.48,23,97,28,77.67103399812622,12.923647343820093
2017-04-03 03:18:57 UTC,709,0.48,23,97,28,77.67156640000002,12.923847300000002
2017-04-03 03:24:02 UTC,710,0.46,23,97,28,77.6724427,12.9242174
2017-04-03 03:29:34 UTC,711,0.46,23,91,28,77.6734438,12.9246415
2017-04-03 03:34:28 UTC,712,0.46,23,92,28,77.67357779999999,12.9247681
2017-04-03 03:38:56 UTC,713,0.46,23,90,28,77.673716,12.9247294
2017-04-03 03:44:07 UTC,714,0.46,22,89,28,77.6752689,12.925505900000001
2017-04-03 03:49:35 UTC,715,0.46,22,89,28,77.67610429999999,12.926099
2017-04-03 03:54:45 UTC,716,0.46,21,85,28,77.677769,12.9267541
2017-04-03 03:58:37 UTC,717,0.46,20,85,28,77.68124990000001,12.928618400000001
2017-04-03 04:03:20 UTC,718,0.46,20,83,28,77.682916,12.929225500000001
2017-04-03 04:08:12 UTC,719,0.46,20,80,28,77.6898324,12.9342931
2017-04-03 04:14:43 UTC,720,0.46,20,78,28,77.69265290000001,12.936999
2017-04-03 04:19:23 UTC,721,0.47,20,76,28,77.69328320000001,12.9399169
2017-04-03 04:23:56 UTC,722,0.47,20,73,28,77.6880254,12.9389656
2017-04-03 04:29:01 UTC,723,0.47,20,73,28,77.6906574,12.9361709
2017-04-03 04:35:49 UTC,724,0.46,21,72,28,77.6910741,12.9399414
2017-04-03 07:45:05 UTC,725,0.38,24,30,35,77.6898243,12.9395269
2017-04-03 07:49:21 UTC,726,0.38,24,30,35,77.68971409999999,12.9400035
2017-04-03 07:53:05 UTC,727,0.38,24,30,35,77.6896146,12.9403939
2017-04-03 08:00:33 UTC,728,0.41,24,29,35,77.6902061,12.9406009
2017-04-03 08:05:14 UTC,729,0.41,25,29,35,77.6912348,12.9419302
2017-04-03 08:09:43 UTC,730,0.43,25,29,35,77.69111749999998,12.942037
2017-04-03 08:15:16 UTC,731,0.44,25,28,35,77.69111749999998,12.942037
2017-04-03 08:18:02 UTC,732,0.44,25,28,35,77.69111749999998,12.942037
2017-04-03 08:22:54 UTC,733,0.44,23,28,35,77.69111749999998,12.942037
2017-04-03 08:25:30 UTC,734,0.42,23,28,35,77.6891945,12.9427262
2017-04-03 08:30:32 UTC,735,0.42,23,27,35,77.6915534,12.941664999999999
2017-04-03 08:34:40 UTC,736,0.42,23,27,35,77.69035670000001,12.9409812
2017-04-03 08:39:23 UTC,737,0.42,23,27,35,77.6896712,12.940038699999999
2017-04-03 08:43:56 UTC,738,0.42,23,27,35,77.6896782,12.9396761
2017-04-03 08:49:01 UTC,739,0.42,22,27,35,77.6899824,12.9395748
2017-04-03 08:53:23 UTC,740,0.4,22,25,35,77.6896645,12.939410699999998
2017-04-03 08:58:11 UTC,741,0.43,22,25,35,77.6930251,12.939978
2017-04-03 09:03:32 UTC,742,0.46,22,24,35,77.6953155,12.939862
2017-04-03 09:08:10 UTC,743,0.46,22,24,35,77.6976205,12.9439129
2017-04-03 09:12:28 UTC,744,0.5,22,24,35,77.70018,12.9528644
2017-04-03 09:18:35 UTC,745,0.56,22,23,35,77.7009083,12.955496499999999
2017-04-03 09:23:44 UTC,746,0.59,22,23,35,77.7014322,12.959194199999999
2017-04-03 11:26:13 UTC,747,0.6,25,23,31,77.7015217,12.9599933
2017-04-03 11:31:04 UTC,748,0.6,25,22,31,77.701902025035,12.956887165483133
2017-04-03 11:36:34 UTC,749,0.57,25,22,31,77.701902025035,12.956887165483133
2017-04-03 11:41:15 UTC,750,0.57,25,22,31,77.701902025035,12.956887165483133
2017-04-03 11:47:40 UTC,751,0.57,24,21,31,77.701902025035,12.956887165483133
2017-04-03 11:53:03 UTC,752,0.53,23,21,31,77.7010277,12.9558867
2017-04-03 11:57:09 UTC,753,0.54,20,21,31,77.69985229999999,12.951584599999999
2017-04-03 12:03:13 UTC,754,0.52,20,21,31,77.6974348,12.9430574
2017-04-03 12:08:25 UTC,755,0.52,20,21,31,77.6912026,12.9353882
2017-04-03 12:13:57 UTC,756,0.52,20,22,31,77.6835887,12.9292046
2017-04-03 12:18:15 UTC,757,0.49,20,22,31,77.6780765,12.9265295
2017-04-03 12:22:46 UTC,758,0.49,20,22,31,77.6750421,12.924737
2017-04-03 12:26:51 UTC,759,0.46,20,22,31,77.6759816,12.9253556
2017-04-03 12:32:25 UTC,760,0.46,21,22,31,77.67775340000001,12.9267195
2017-04-03 12:36:46 UTC,761,0.46,22,22,31,77.6819974,12.9286025
2017-04-03 12:40:07 UTC,762,0.46,24,22,31,77.6901162,12.9347633
2017-04-03 12:45:36 UTC,763,0.46,25,23,31,77.6881316,12.9360979
2017-04-03 12:51:43 UTC,764,0.46,29,23,31,77.6888373,12.939214100000001
2017-04-03 12:56:11 UTC,765,0.44,30,23,31,77.6940079,12.9400314
2017-04-03 13:02:44 UTC,766,0.43,30,24,31,77.6951392,12.9391942
2017-04-03 13:07:25 UTC,767,0.43,31,24,31,77.695725,12.940579099999999
2017-04-03 13:12:54 UTC,768,0.43,31,24,31,77.6956848,12.9410673
2017-04-03 13:16:24 UTC,769,0.44,31,24,31,77.6956786,12.941067199999999
2017-04-03 13:23:10 UTC,770,0.47,31,22,31,77.69577109999999,12.941087
2017-04-03 13:28:01 UTC,771,0.44,31,23,31,77.6952854,12.9398224
2017-04-04 02:37:15 UTC,772,0.47,29,98,29,77.6948074,12.9394668
2017-04-04 02:41:19 UTC,773,0.47,29,98,29,77.69217859999999,12.9401382
2017-04-04 02:44:23 UTC,774,0.47,29,97,29,77.68953590000001,12.9394491
2017-04-04 02:48:44 UTC,775,0.47,29,97,29,77.6881719,12.936427199999999
2017-04-04 02:53:02 UTC,776,0.47,29,93,29,77.6916884,12.9362064
2017-04-04 02:59:06 UTC,777,0.47,29,92,29,77.69169790000001,12.9368921
2017-04-04 03:03:19 UTC,778,0.47,30,90,29,77.69169790000001,12.9368921
2017-04-04 03:08:22 UTC,779,0.48,30,87,29,77.69169790000001,12.9368921
2017-04-04 03:13:44 UTC,780,0.48,30,87,29,77.69169790000001,12.9368921
2017-04-04 03:18:57 UTC,781,0.48,31,85,29,77.6917715,12.9369229
2017-04-04 03:24:02 UTC,782,0.5,31,83,29,77.6908509,12.9307978
2017-04-04 03:29:34 UTC,783,0.5,31,84,29,77.6700629,12.9351212
2017-04-04 03:34:28 UTC,784,0.5,31,82,29,77.6862014,12.9228305
2017-04-04 03:38:56 UTC,785,0.52,31,80,29,77.65323599999999,12.923988699999999
2017-04-04 03:44:07 UTC,786,0.52,31,76,29,77.6512985,12.9243469
2017-04-04 03:49:35 UTC,787,0.54,31,73,29,77.64772690000001,12.9244754
2017-04-04 03:54:45 UTC,788,0.54,31,71,29,77.6309531,12.9242728
2017-04-04 03:58:37 UTC,789,0.57,30,70,29,77.6292854,12.9240004
2017-04-04 04:03:20 UTC,790,0.57,30,69,29,77.6273334,12.9247161
